;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.252";"7.382";"7.445";"7.571";"7.787";"7.943";"8.059";"8.130";"8.291";"8.443";"8.542";"8.643";"8.833";"9.017";"9.233";"9.487";"9.692";"9.929";
;;;"    Öffentliches Gesundheitswesen";"35";"34";"32";"33";"32";"29";"29";"32";"30";"30";"32";"30";"31";"28";"31";"32";"31";"30";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.155";"3.152";"3.202";"3.233";"3.244";"3.214";"3.310";"3.393";"3.401";"3.523";"3.576";"3.616";"3.706";"3.781";"3.883";"3.906";"4.044";"4.110";
;;;"    Öffentliches Gesundheitswesen";"9";"8";"9";"9";"10";"10";"10";"10";"12";"12";"12";"11";"11";"16";"17";"13";"11";"11";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"9.046";"9.118";"9.275";"9.498";"9.404";"9.442";"9.557";"9.859";"10.198";"10.624";"11.021";"11.409";"11.678";"11.980";"12.197";"12.499";"12.740";"13.066";
;;;"    Öffentliches Gesundheitswesen";"27";"19";"24";"25";"25";"24";"20";"21";"22";"22";"22";"22";"22";"21";"21";"20";"20";"19";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"22.509";"22.804";"22.962";"23.147";"23.101";"23.107";"23.324";"23.571";"24.065";"24.392";"24.984";"25.528";"25.923";"26.297";"26.820";"27.359";"27.860";"28.420";
;;;"    Öffentliches Gesundheitswesen";"65";"67";"66";"67";"62";"65";"66";"66";"63";"60";"54";"58";"55";"57";"58";"61";"57";"58";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.024";"6.031";"6.054";"6.071";"6.202";"6.260";"6.348";"6.341";"6.361";"6.430";"6.613";"6.782";"6.871";"6.995";"7.236";"7.315";"7.514";"7.591";
;;;"    Öffentliches Gesundheitswesen";"29";"30";"31";"29";"24";"21";"22";"22";"22";"21";"21";"23";"21";"26";"26";"24";"23";"21";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"24.331";"24.724";"25.170";"25.824";"25.863";"25.941";"26.362";"26.791";"27.227";"27.681";"28.191";"28.952";"29.718";"30.293";"30.944";"31.434";"31.915";"32.365";
;;;"    Öffentliches Gesundheitswesen";"119";"120";"121";"117";"109";"108";"112";"111";"108";"110";"113";"109";"114";"108";"104";"102";"96";"101";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"62.944";"63.622";"64.653";"64.855";"65.462";"65.894";"66.782";"67.592";"68.639";"70.187";"71.767";"73.448";"75.006";"76.650";"78.189";"79.228";"80.629";"82.026";
;;;"    Öffentliches Gesundheitswesen";"221";"215";"214";"203";"199";"183";"181";"182";"172";"163";"165";"155";"149";"139";"141";"134";"134";"123";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13.444";"13.690";"13.812";"14.009";"14.240";"14.557";"14.710";"15.048";"15.233";"15.480";"15.796";"16.130";"16.490";"16.800";"17.261";"17.532";"17.824";"18.162";
;;;"    Öffentliches Gesundheitswesen";"55";"52";"52";"50";"50";"50";"49";"51";"54";"49";"47";"47";"44";"47";"47";"48";"52";"51";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.020";"4.045";"4.046";"4.136";"4.166";"4.168";"4.165";"4.226";"4.255";"4.330";"4.413";"4.543";"4.651";"4.730";"4.826";"4.814";"4.931";"5.009";
;;;"    Öffentliches Gesundheitswesen";"16";"16";"17";"17";"18";"15";"15";"15";"13";"14";"12";"11";"10";"10";"10";"9";"8";"7";
;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13.825";"13.833";"13.938";"14.066";"14.220";"14.329";"14.460";"14.396";"14.564";"14.761";"15.157";"15.569";"15.934";"16.232";"16.633";"16.930";"17.303";"17.637";
;;;"    Öffentliches Gesundheitswesen";"48";"50";"51";"57";"61";"55";"53";"54";"48";"46";"49";"49";"49";"51";"49";"48";"46";"47";
;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.073";"8.018";"7.932";"8.004";"8.141";"8.087";"8.028";"8.116";"8.090";"8.133";"8.251";"8.363";"8.525";"8.761";"8.885";"8.971";"9.166";"9.283";
;;;"    Öffentliches Gesundheitswesen";"36";"24";"35";"30";"25";"25";"23";"22";"18";"17";"14";"14";"12";"14";"14";"12";"12";"12";
;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"10.009";"10.177";"10.302";"10.356";"10.476";"10.495";"10.679";"10.784";"10.944";"11.129";"11.330";"11.538";"11.700";"12.075";"12.164";"12.523";"12.926";"13.187";
;;;"    Öffentliches Gesundheitswesen";"52";"45";"41";"37";"38";"35";"34";"31";"28";"23";"24";"19";"18";"15";"16";"16";"19";"22";
;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.692";"7.660";"7.686";"7.721";"7.795";"7.806";"7.869";"7.971";"8.038";"8.098";"8.268";"8.412";"8.644";"8.872";"8.966";"9.160";"9.296";"9.473";
;;;"    Öffentliches Gesundheitswesen";"31";"29";"27";"26";"27";"21";"19";"20";"19";"18";"16";"17";"16";"14";"13";"14";"13";"12";
;"    Unter 35 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"55.426";"53.807";"51.286";"50.073";"50.019";"47.405";"49.449";"50.496";"52.354";"54.196";"56.785";"59.401";"59.947";"64.355";"66.729";"68.681";"71.015";"72.790";
;;;"    Öffentliches Gesundheitswesen";"2";"2";"1";"1";"";"";"1";"2";"2";"3";"4";"2";"1";"2";"3";"3";"1";"2";
;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.944";"6.848";"6.680";"6.636";"6.486";"6.398";"6.553";"6.789";"6.982";"6.869";"7.231";"7.927";"7.794";"8.690";"9.094";"9.000";"9.215";"9.374";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.918";"8.682";"8.391";"8.095";"7.955";"6.798";"8.098";"8.109";"8.432";"8.805";"9.211";"9.387";"8.425";"10.326";"10.624";"11.058";"11.471";"11.533";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"2";"";"";
;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.191";"3.130";"3.147";"3.237";"3.098";"2.542";"2.520";"2.553";"2.631";"2.822";"2.887";"3.067";"3.099";"3.129";"3.418";"3.744";"3.931";"4.059";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"";
;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.202";"1.133";"1.042";"976";"1.064";"1.118";"1.085";"1.141";"1.204";"1.290";"1.384";"1.467";"1.487";"1.536";"1.593";"1.654";"1.664";"1.803";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"1";"";"";"";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"537";"508";"525";"595";"519";"499";"539";"575";"544";"565";"587";"604";"629";"624";"660";"653";"720";"736";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.588";"1.641";"1.584";"1.625";"1.574";"1.520";"1.548";"1.694";"1.812";"2.046";"2.165";"2.271";"2.312";"2.354";"2.384";"2.503";"2.556";"2.708";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.965";"3.782";"3.639";"3.502";"3.352";"3.227";"3.320";"3.370";"3.717";"3.828";"4.099";"4.205";"4.355";"4.478";"4.660";"4.852";"4.993";"5.185";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.187";"1.104";"997";"959";"996";"991";"976";"999";"1.048";"1.080";"1.189";"1.258";"1.299";"1.324";"1.460";"1.445";"1.285";"1.298";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.309";"4.151";"3.985";"4.093";"4.548";"3.810";"3.952";"4.030";"4.126";"4.217";"4.249";"4.490";"4.778";"4.963";"5.189";"5.436";"5.552";"5.655";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"12.379";"11.791";"11.353";"10.832";"10.710";"10.786";"10.941";"11.063";"11.431";"11.881";"12.429";"12.887";"13.339";"13.898";"14.438";"14.709";"15.382";"15.855";
;;;"    Öffentliches Gesundheitswesen";"2";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.425";"2.307";"2.171";"2.087";"2.089";"2.110";"2.141";"2.206";"2.223";"2.312";"2.407";"2.507";"2.600";"2.685";"2.809";"2.906";"3.004";"3.076";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"794";"772";"749";"737";"749";"756";"765";"784";"814";"820";"850";"893";"913";"977";"1.019";"1.021";"1.059";"1.072";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.883";"3.130";"2.550";"2.489";"2.585";"2.640";"2.704";"2.705";"2.803";"2.880";"3.102";"3.277";"3.327";"3.457";"3.599";"3.732";"3.813";"3.935";
;;;"    Öffentliches Gesundheitswesen";"";"1";"";"";"";"";"1";"2";"1";"";"1";"1";"1";"2";"1";"";"";"";
;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.781";"1.627";"1.444";"1.337";"1.384";"1.319";"1.295";"1.370";"1.387";"1.450";"1.543";"1.602";"1.655";"1.784";"1.854";"1.888";"2.012";"2.036";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";
;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.835";"1.820";"1.769";"1.691";"1.687";"1.672";"1.683";"1.722";"1.754";"1.837";"1.867";"1.864";"2.128";"2.222";"1.994";"2.082";"2.259";"2.334";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"";
;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.488";"1.381";"1.260";"1.182";"1.223";"1.219";"1.329";"1.386";"1.446";"1.494";"1.585";"1.695";"1.807";"1.908";"1.934";"1.998";"2.099";"2.131";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;"    35 bis unter 40 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"52.385";"50.906";"49.694";"47.938";"45.765";"43.202";"42.061";"39.978";"38.024";"37.336";"37.556";"38.395";"39.490";"41.228";"42.502";"43.151";"43.988";"45.494";
;;;"    Öffentliches Gesundheitswesen";"28";"26";"21";"17";"18";"14";"13";"14";"11";"12";"8";"9";"12";"14";"12";"17";"18";"13";
;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.591";"6.339";"6.090";"5.834";"5.567";"5.397";"5.211";"4.966";"4.770";"4.652";"4.780";"4.964";"5.024";"5.443";"5.597";"5.307";"5.414";"5.697";
;;;"    Öffentliches Gesundheitswesen";"10";"10";"6";"5";"3";"3";"3";"";"";"";"";"1";"1";"2";"1";"";"";"1";
;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.219";"8.066";"7.717";"7.378";"6.982";"6.332";"6.453";"6.184";"5.859";"5.799";"5.979";"6.205";"6.449";"6.707";"6.749";"6.956";"6.984";"7.184";
;;;"    Öffentliches Gesundheitswesen";"3";"1";"2";"3";"1";"";"1";"1";"1";"2";"1";"1";"4";"4";"2";"2";"4";"2";
;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.976";"2.838";"2.802";"2.698";"2.486";"2.337";"2.353";"2.269";"2.244";"2.285";"2.271";"2.385";"2.433";"2.383";"2.511";"2.637";"2.656";"2.792";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"2";"1";"1";"2";"";"1";"1";"1";"1";
;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.300";"1.314";"1.283";"1.312";"1.285";"1.253";"1.279";"1.139";"1.057";"994";"981";"896";"946";"991";"1.073";"1.116";"1.199";"1.217";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"2";"2";"";"";"1";"1";"1";"2";"2";"1";"";"1";"2";"2";"1";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"529";"488";"454";"452";"435";"435";"434";"399";"411";"405";"372";"361";"374";"407";"440";"456";"464";"489";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.564";"1.488";"1.410";"1.355";"1.212";"1.197";"1.234";"1.276";"1.316";"1.361";"1.391";"1.399";"1.514";"1.607";"1.639";"1.692";"1.720";"1.753";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"";"";"";"";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.894";"3.782";"3.677";"3.599";"3.391";"3.208";"2.972";"2.800";"2.688";"2.667";"2.648";"2.731";"2.815";"2.983";"3.084";"3.180";"3.275";"3.395";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"1";"2";"";"";"";"";"";"";"";"";"";"";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"988";"949";"983";"974";"991";"1.029";"999";"888";"802";"733";"682";"656";"670";"720";"775";"814";"930";"925";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"2";"1";"1";"1";"1";"";"";"";"";"";"";"";"";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.392";"4.268";"4.214";"4.172";"4.154";"3.607";"3.415";"3.338";"3.151";"3.054";"3.119";"3.219";"3.287";"3.342";"3.493";"3.483";"3.541";"3.596";
;;;"    Öffentliches Gesundheitswesen";"3";"4";"2";"1";"4";"3";"4";"4";"4";"4";"2";"1";"1";"1";"";"";"";"";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.996";"11.657";"11.511";"10.760";"10.259";"9.677";"9.366";"8.865";"8.372";"8.232";"8.367";"8.629";"8.815";"9.127";"9.339";"9.415";"9.359";"9.660";
;;;"    Öffentliches Gesundheitswesen";"7";"6";"4";"2";"2";"2";"1";"1";"1";"";"";"";"";"1";"1";"1";"2";"1";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.443";"2.417";"2.351";"2.276";"2.129";"2.013";"1.874";"1.788";"1.697";"1.639";"1.601";"1.603";"1.674";"1.747";"1.843";"1.864";"1.931";"1.976";
;;;"    Öffentliches Gesundheitswesen";"2";"2";"1";"";"1";"";"";"";"";"";"";"";"";"1";"3";"4";"3";"2";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"762";"730";"692";"700";"644";"599";"552";"514";"469";"500";"511";"540";"564";"580";"574";"563";"583";"612";
;;;"    Öffentliches Gesundheitswesen";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";
;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.253";"2.261";"2.296";"2.270";"2.228";"2.209";"2.133";"1.966";"1.827";"1.813";"1.760";"1.722";"1.827";"1.929";"2.009";"2.107";"2.210";"2.307";
;;;"    Öffentliches Gesundheitswesen";"2";"3";"3";"3";"2";"2";"1";"1";"2";"2";"1";"1";"2";"3";"3";"6";"5";"4";
;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.443";"1.375";"1.329";"1.322";"1.316";"1.298";"1.234";"1.150";"1.045";"938";"866";"847";"863";"902";"964";"1.009";"1.046";"1.115";
;;;"    Öffentliches Gesundheitswesen";"";"";"3";"1";"1";"";"";"";"";"";"";"";"";"1";"";"";"";"";
;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.740";"1.692";"1.617";"1.606";"1.513";"1.461";"1.465";"1.377";"1.352";"1.364";"1.376";"1.383";"1.363";"1.396";"1.407";"1.483";"1.568";"1.584";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";
;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.295";"1.242";"1.268";"1.230";"1.173";"1.150";"1.087";"1.059";"964";"900";"852";"855";"872";"964";"1.005";"1.069";"1.108";"1.192";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"2";"2";"1";"2";"1";"";"";"1";"";"";"";"1";"1";"";
;"    40 bis unter 50 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"91.076";"93.709";"96.935";"99.811";"101.987";"103.662";"104.962";"105.730";"106.163";"105.037";"103.420";"101.268";"97.438";"95.059";"92.116";"89.386";"88.285";"87.280";
;;;"    Öffentliches Gesundheitswesen";"440";"407";"392";"370";"337";"289";"261";"229";"206";"174";"155";"148";"127";"119";"112";"95";"90";"91";
;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.602";"11.810";"12.228";"12.480";"12.746";"12.949";"13.014";"13.077";"13.078";"12.847";"12.743";"12.747";"11.953";"11.994";"11.776";"10.893";"10.861";"10.634";
;;;"    Öffentliches Gesundheitswesen";"61";"51";"51";"51";"44";"42";"38";"35";"30";"26";"26";"24";"18";"18";"14";"8";"10";"6";
;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14.864";"15.142";"15.468";"15.830";"16.144";"16.472";"16.648";"16.784";"16.920";"16.660";"16.467";"16.086";"14.880";"15.211";"14.799";"14.586";"14.415";"14.338";
;;;"    Öffentliches Gesundheitswesen";"75";"72";"64";"61";"60";"47";"49";"38";"38";"30";"24";"21";"25";"25";"20";"16";"14";"17";
;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.763";"4.921";"5.031";"5.145";"5.323";"5.316";"5.454";"5.575";"5.579";"5.667";"5.664";"5.598";"5.524";"5.367";"5.342";"5.377";"5.418";"5.404";
;;;"    Öffentliches Gesundheitswesen";"14";"11";"9";"5";"3";"2";"4";"5";"2";"4";"4";"5";"3";"4";"6";"7";"10";"8";
;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.238";"2.365";"2.552";"2.673";"2.773";"2.792";"2.858";"2.889";"2.898";"2.896";"2.805";"2.764";"2.663";"2.567";"2.464";"2.414";"2.384";"2.309";
;;;"    Öffentliches Gesundheitswesen";"11";"9";"10";"6";"7";"8";"9";"10";"8";"9";"10";"11";"9";"6";"6";"6";"6";"5";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.041";"1.051";"1.095";"1.115";"1.098";"1.065";"1.073";"1.110";"1.067";"1.079";"1.057";"1.018";"976";"951";"919";"909";"903";"909";
;;;"    Öffentliches Gesundheitswesen";"4";"3";"4";"4";"2";"2";"2";"2";"4";"2";"2";"2";"2";"2";"3";"3";"2";"1";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.701";"2.752";"2.838";"2.944";"2.962";"2.974";"2.997";"3.038";"3.088";"3.130";"3.131";"3.183";"3.094";"3.037";"2.969";"2.948";"2.948";"2.970";
;;;"    Öffentliches Gesundheitswesen";"9";"9";"9";"7";"5";"8";"6";"4";"4";"4";"2";"1";"1";"2";"3";"1";"2";"1";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.190";"7.372";"7.427";"7.558";"7.624";"7.749";"7.864";"7.863";"7.890";"7.824";"7.767";"7.524";"7.341";"7.007";"6.828";"6.573";"6.431";"6.331";
;;;"    Öffentliches Gesundheitswesen";"29";"26";"24";"19";"15";"12";"9";"5";"7";"7";"6";"8";"7";"7";"7";"11";"9";"9";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.724";"1.843";"1.909";"1.986";"2.059";"2.109";"2.181";"2.176";"2.223";"2.195";"2.181";"2.132";"2.054";"1.947";"1.883";"1.822";"1.705";"1.666";
;;;"    Öffentliches Gesundheitswesen";"6";"8";"8";"10";"8";"9";"11";"11";"11";"8";"5";"4";"4";"5";"6";"5";"2";"2";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.896";"8.201";"8.483";"8.786";"8.793";"9.149";"9.295";"9.333";"9.354";"9.191";"8.905";"8.622";"8.444";"8.228";"7.942";"7.740";"7.605";"7.456";
;;;"    Öffentliches Gesundheitswesen";"53";"48";"48";"45";"44";"33";"32";"32";"32";"23";"26";"27";"19";"20";"17";"12";"11";"14";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"19.957";"20.672";"21.485";"22.185";"22.766";"23.077";"23.273";"23.427";"23.671";"23.411";"22.795";"22.202";"21.524";"20.586";"19.790";"19.191";"19.082";"18.899";
;;;"    Öffentliches Gesundheitswesen";"109";"99";"96";"91";"79";"62";"45";"39";"29";"25";"19";"14";"12";"9";"8";"8";"4";"4";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.415";"4.590";"4.714";"4.862";"4.979";"5.150";"5.213";"5.302";"5.228";"5.152";"5.030";"4.781";"4.632";"4.356";"4.181";"4.011";"3.912";"3.876";
;;;"    Öffentliches Gesundheitswesen";"30";"30";"32";"26";"22";"21";"17";"13";"11";"8";"7";"5";"5";"4";"5";"3";"5";"6";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.322";"1.354";"1.379";"1.393";"1.415";"1.402";"1.413";"1.422";"1.390";"1.353";"1.327";"1.265";"1.242";"1.178";"1.138";"1.098";"1.078";"1.073";
;;;"    Öffentliches Gesundheitswesen";"6";"7";"6";"7";"7";"6";"3";"3";"2";"3";"3";"1";"1";"";"";"";"";"";
