;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.812";"6.597";"7.403";"8.346";"9.200";"10.290";"10.523";"10.708";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"15.267";"24.758";"28.222";"30.413";"32.678";"35.483";"39.603";"40.288";"40.805";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"40.146";"64.501";"72.382";"79.475";"85.085";"91.903";"101.220";"103.319";"105.400";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.896";"12.996";"14.757";"16.168";"17.497";"18.818";"20.748";"21.115";"21.468";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.860";"4.117";"4.633";"4.943";"5.305";"5.532";"5.844";"5.964";"6.084";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"13.076";"14.953";"16.835";"18.753";"21.014";"23.776";"24.214";"24.710";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"7.194";"8.542";"9.423";"10.147";"10.940";"12.100";"12.357";"12.574";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.311";"10.326";"11.705";"12.817";"13.717";"15.169";"16.643";"17.105";"17.465";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"6.833";"8.142";"9.109";"9.961";"11.149";"12.530";"12.818";"13.115";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"158.387";"258.647";"289.682";"317.820";"343.034";"374.989";"413.915";"422.839";"431.055";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"39.156";"45.666";"51.499";"57.528";"64.101";"71.903";"73.401";"74.959";
;;"    Unter 35 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"74.503";"75.970";"62.729";"54.963";"64.739";"77.495";"79.929";"81.596";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.277";"9.365";"9.206";"7.943";"7.641";"8.431";"10.525";"10.807";"10.987";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.773";"11.057";"11.804";"10.096";"8.192";"10.767";"12.546";"13.122";"13.321";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.261";"5.021";"5.119";"4.239";"3.697";"4.069";"4.582";"4.851";"4.956";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.723";"1.582";"1.267";"1.161";"1.417";"1.691";"1.714";"1.856";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"514";"776";"703";"591";"556";"655";"716";"772";"806";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.528";"2.274";"2.290";"1.816";"1.792";"2.433";"2.880";"2.916";"3.067";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.483";"5.393";"5.411";"4.354";"3.639";"4.474";"5.274";"5.392";"5.539";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.569";"1.606";"1.338";"1.081";"1.307";"1.628";"1.420";"1.421";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.207";"6.071";"6.221";"4.810";"4.210";"4.706";"5.908";"5.939";"5.995";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.953";"16.956";"17.008";"13.917";"12.285";"13.820";"16.483";"17.172";"17.576";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.915";"3.268";"3.260";"2.645";"2.266";"2.534";"3.053";"3.157";"3.209";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"809";"1.139";"1.180";"879";"835";"911";"1.052";"1.084";"1.101";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.607";"3.686";"3.201";"2.995";"3.633";"4.489";"4.521";"4.615";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.155";"2.358";"1.947";"1.435";"1.720";"2.130";"2.249";"2.251";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.365";"2.360";"2.540";"2.064";"1.830";"2.123";"2.309";"2.486";"2.533";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.769";"1.996";"1.622";"1.348";"1.739";"2.229";"2.327";"2.363";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"37.085";"63.680";"64.742";"53.354";"46.943";"54.923";"65.328";"67.698";"69.090";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"10.823";"11.228";"9.375";"8.020";"9.816";"12.167";"12.231";"12.506";
;;"    35 bis unter 40 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"44.778";"52.396";"59.286";"50.091";"42.911";"48.593";"49.521";"51.305";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.683";"5.924";"6.554";"7.738";"6.522";"5.722";"6.366";"6.442";"6.822";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.107";"7.169";"8.232";"9.444";"7.812";"7.213";"7.949";"8.068";"8.329";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.737";"2.868";"2.982";"3.733";"3.073";"2.954";"3.209";"3.199";"3.373";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"810";"1.208";"1.374";"1.297";"1.015";"1.149";"1.229";"1.261";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"391";"504";"612";"610";"500";"435";"495";"512";"534";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.184";"1.377";"1.518";"1.761";"1.417";"1.596";"1.959";"1.998";"2.027";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.449";"3.646";"3.962";"4.324";"3.702";"3.006";"3.541";"3.632";"3.746";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"765";"941";"1.037";"1.104";"732";"877";"1.002";"1.013";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.711";"3.681";"4.641";"4.944";"4.064";"3.414";"3.780";"3.849";"3.927";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.182";"10.210";"11.951";"13.475";"11.003";"9.225";"10.373";"10.350";"10.665";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.320";"2.092";"2.473";"2.725";"2.214";"1.732";"2.001";"2.063";"2.102";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"512";"680";"736";"855";"698";"566";"582";"596";"644";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.633";"2.262";"2.430";"2.422";"1.956";"2.428";"2.544";"2.630";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"990";"1.348";"1.502";"1.369";"911";"1.079";"1.123";"1.200";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.289";"1.492";"1.737";"1.966";"1.655";"1.516";"1.643";"1.693";"1.711";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"937";"1.239";"1.368";"1.239";"918";"1.162";"1.221";"1.321";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"28.565";"39.643";"45.398";"51.575";"42.660";"37.379";"41.898";"42.402";"43.880";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.135";"6.998";"7.711";"7.431";"5.532";"6.695";"7.119";"7.425";
;;"    40 bis unter 50 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"76.355";"83.589";"99.123";"113.976";"112.398";"96.256";"95.065";"93.940";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.352";"10.718";"11.825";"12.888";"14.650";"14.345";"12.390";"12.361";"12.154";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.822";"12.479";"14.068";"16.207";"18.833";"18.721";"15.819";"15.676";"15.592";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.610";"5.504";"5.224";"5.513";"6.280";"6.580";"6.040";"6.084";"6.028";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.404";"1.460";"2.318";"2.904";"2.892";"2.493";"2.456";"2.393";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"363";"863";"968";"1.112";"1.164";"1.129";"967";"958";"953";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.067";"2.496";"2.643";"2.930";"3.294";"3.473";"3.292";"3.318";"3.342";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.819";"6.039";"6.922";"7.785";"8.503";"8.431";"7.138";"7.009";"6.887";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.269";"1.198";"1.774";"2.160";"2.248";"1.890";"1.760";"1.720";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.946";"6.446";"7.224";"8.532";"9.824";"9.411";"8.123";"7.954";"7.795";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.687";"15.591";"17.942";"21.872";"25.180";"24.258";"20.390";"20.236";"19.989";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.493";"3.406";"4.086";"4.796";"5.566";"5.380";"4.253";"4.135";"4.086";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"525";"996";"1.201";"1.388";"1.524";"1.407";"1.121";"1.098";"1.091";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.945";"2.625";"4.030";"4.839";"4.961";"4.482";"4.333";"4.289";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.666";"1.568";"2.355";"2.878";"2.766";"2.259";"2.163";"2.122";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.164";"2.824";"2.972";"3.308";"3.702";"3.716";"3.368";"3.356";"3.363";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.709";"1.663";"2.315";"2.675";"2.680";"2.231";"2.168";"2.136";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"28.848";"67.362";"75.075";"86.331";"98.520";"96.851";"82.901";"82.185";"81.280";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"8.993";"8.514";"12.792";"15.456";"15.547";"13.355";"12.880";"12.660";
;;"    50 bis unter 60 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"50.600";"67.394";"74.677";"83.101";"98.174";"112.987";"114.692";"115.684";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.263";"5.767";"8.103";"10.197";"11.681";"12.834";"14.509";"14.690";"14.834";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.053";"6.591";"9.487";"12.154";"14.839";"16.269";"18.326";"18.606";"18.799";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.376";"4.081";"5.195";"5.324";"4.939";"5.304";"6.167";"6.297";"6.481";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.819";"2.284";"1.778";"1.689";"2.514";"3.016";"3.088";"3.100";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"377";"510";"693";"834";"945";"1.110";"1.211";"1.229";"1.210";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.236";"1.427";"2.034";"2.363";"2.543";"2.892";"3.359";"3.410";"3.480";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.762";"3.535";"4.686";"5.621";"6.706";"7.719";"8.718";"8.850";"8.923";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.753";"1.997";"1.450";"1.335";"1.911";"2.243";"2.307";"2.374";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.530";"3.884";"5.233";"6.181";"7.008";"8.425";"9.840";"10.090";"10.152";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.547";"9.586";"12.735";"14.660";"17.231";"21.011";"24.393";"24.612";"24.736";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.492";"1.967";"2.621";"3.285";"4.088";"4.869";"5.705";"5.790";"5.795";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"519";"577";"730";"904";"1.143";"1.301";"1.371";"1.398";"1.387";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.717";"4.479";"3.389";"2.704";"4.020";"4.831";"4.940";"4.933";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.817";"2.391";"1.873";"1.632";"2.353";"2.762";"2.767";"2.752";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"980";"1.677";"2.400";"2.788";"2.915";"3.277";"3.790";"3.839";"3.928";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.892";"2.326";"1.876";"1.703";"2.365";"2.746";"2.779";"2.800";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"28.135";"39.602";"53.917";"64.311";"74.038";"85.011";"97.389";"98.811";"99.725";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"10.998";"13.477";"10.366";"9.063";"13.163";"15.598";"15.881";"15.959";
;;"    60 bis unter 66 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"12.362";"16.187";"31.914";"43.068";"40.644";"51.744";"52.417";"53.404";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.427";"1.620";"1.805";"3.717";"5.303";"6.172";"7.234";"7.090";"7.022";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.794";"1.945";"2.139";"4.263";"6.454";"7.304";"8.804";"8.846";"8.919";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"641";"957";"1.390";"2.471";"3.288";"2.323";"2.477";"2.427";"2.445";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"253";"582";"1.286";"1.580";"754";"1.285";"1.329";"1.408";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"195";"122";"145";"314";"410";"482";"567";"583";"598";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"580";"386";"423";"840";"1.266";"1.317";"1.611";"1.613";"1.617";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.407";"1.012";"1.206";"2.111";"2.734";"3.236";"4.204";"4.226";"4.257";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"206";"546";"1.157";"1.233";"599";"1.005";"1.140";"1.180";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.484";"929";"1.312";"2.431";"3.322";"3.554";"4.294";"4.393";"4.490";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.699";"2.820";"3.299";"6.052";"7.966";"8.244";"10.909";"11.179";"11.551";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"757";"511";"602";"1.127";"1.553";"1.895";"2.534";"2.538";"2.607";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"209";"179";"218";"338";"459";"523";"696";"704";"701";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"536";"1.049";"2.337";"2.869";"1.245";"1.961";"2.070";"2.219";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"245";"471";"1.126";"1.521";"715";"1.141";"1.235";"1.306";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"507";"365";"460";"1.128";"1.618";"1.513";"1.820";"1.801";"1.780";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"276";"540";"1.216";"1.492";"768";"1.202";"1.243";"1.304";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14.700";"10.846";"12.999";"24.792";"34.373";"36.563";"45.150";"45.400";"45.987";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.516";"3.188";"7.122";"8.695";"4.081";"6.594";"7.017";"7.417";
;;"    66 Jahre und älter";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"39.205";"39.812";"41.590";"55.363";"80.224";"98.743";"104.616";"110.085";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.223";"6.193";"6.222";"6.020";"7.206";"10.456";"13.113";"14.030";"14.854";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.161";"7.456";"7.406";"7.259";"9.665";"12.188";"15.847";"16.906";"17.754";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"952";"1.940";"2.147";"2.678";"3.997";"6.475";"8.068";"8.418";"8.723";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"232";"316";"706";"1.690";"3.206";"3.573";"3.673";"3.834";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"246";"466";"454";"437";"534";"759";"1.007";"1.068";"1.131";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"768";"1.199";"1.140";"1.082";"1.351";"2.023";"2.730";"2.932";"3.136";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.026";"3.269";"3.265";"3.235";"3.624";"4.787";"6.217";"6.710";"7.187";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"250";"309";"647";"1.433";"2.403";"2.647";"2.894";"3.000";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.389";"3.747";"3.591";"3.515";"4.250";"5.973";"7.658";"8.063";"8.446";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.078";"9.338";"9.447";"9.499";"11.420";"15.345";"18.672";"19.770";"20.883";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"919";"1.752";"1.715";"1.590";"1.810";"2.408";"3.202";"3.432";"3.669";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"286";"546";"568";"579";"646";"824";"1.022";"1.084";"1.160";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"638";"852";"1.448";"2.924";"5.199";"5.585";"5.806";"6.024";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"321";"406";"620";"1.312";"2.475";"2.729";"2.820";"2.943";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.006";"1.608";"1.596";"1.563";"1.997";"3.024";"3.713";"3.930";"4.150";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"250";"378";"712";"1.504";"2.679";"2.960";"3.080";"3.191";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"21.054";"37.514";"37.551";"37.457";"46.500";"64.262";"81.249";"86.343";"91.093";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.691";"2.261";"4.133";"8.863";"15.962";"17.494";"18.273";"18.992";
;"    Männlich";" Alle Altersgruppen";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"191.625";"209.174";"223.610";"234.549";"245.654";"260.814";"264.617";"268.238";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"18.310";"26.549";"28.533";"30.456";"31.921";"33.266";"35.175";"35.606";"36.019";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"21.383";"31.841";"34.857";"37.642";"40.007";"41.947";"43.772";"44.422";"44.877";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.608";"10.849";"11.625";"12.434";"12.849";"13.630";"14.563";"14.847";"15.087";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.112";"3.687";"4.290";"5.027";"5.639";"6.118";"6.230";"6.360";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.571";"2.126";"2.263";"2.388";"2.409";"2.553";"2.711";"2.805";"2.838";
